id,trans
108,むむっ？　おやおや？\nあそこにいるガール……
107,ペンギーは何かに思いを馳せるように\n窓の外に目をやり──\nそして、あるものに目を留めた。
106,……でもね、この街でボクが\n見られるわけにはいかないから……
105,うん、ありがと～☆\nボクのこと心配してくれて……
104,あはは……\nでも本当に無理しないでくださいね？\n元気なのが一番ですから！
103,って、ワケわかんねぇよ！？
102,ペンギーじゃなくてペンギー……？
101,ペンギーは今日ペンギーで来たの！\n皆の前でペンギーがペンギー脱いじゃ、\nペンギーじゃなくてペンギーになるぞ☆
100,もーう、ビィビィってば\nわかってナイナイ☆
97,やっぴー☆\n呼ばれて飛び出て\nサマバケペンペン発進中～☆
95,ぺぐ、ッペーーンギー！
92,最近は別に隠してないんだろ？\nほら、この前だって\nガキンチョ達にねだられて──
89,そん中って相当アツいんだろ？\nファンサービスもいいけど、\nぶっ倒れちまう前に脱いどけって。
88,本当に大丈夫かよ……？\nどう見てもフラフラじゃねぇか。
87,だいじょぶ、だいじょぶ～……\nこいつぁボクのオーラだから……☆
86,はわわっ！？\nペンギーちゃん、\n身体から湯気が出てますよ！？
85,いや～、装甲がオバヒでさ……☆\nボクはもう、汗だくつゆだくの\nだくだくペンペンでございまし～☆
84,あらま、ビィビィメンゴ～☆\nそれ……ボクの汗っち☆
83,<span class='scene-font-4'>うひゃあ！？</span> \nなんか水しぶきが飛んできたぞ？
82,あっちゃっちゃ～～～！
81,さすが、みんなのヒーローだよなぁ！\nなんでも街じゃ今日と明日は\n特別休暇だって話だし──
80,いや～、ビックリしたぜ。\nショーが終わったと思ったら、\nいきなり街のヤツらに囲まれてよ。
79,あ、ペンギーちゃん、\nお帰りなさい！\n握手会はどうでしたか？
78,ぺぐ……ぺぐぅ……
75,しかし、とある突発的な事情から\nペンギーの合流は遅れており……
74,ショーを終えた東海テイオー達は、\n明日も行われるショーに向けて\n今日の反省会をしていた。
68,こうして、ペンギーの活躍で\n街に平和が訪れ、\n広場には大歓声が響き渡った──
66,ぺっぎ～ん☆　ぺぎぺぎぃ☆
61,うわぁあああああ！！！
59,ペンギーのトドメの一撃に合わせ、\n東海テイオーは爆薬と煙幕を\n一気に作動させる。
52,ぺぎぺぎ、ぺっぎ～～～ん☆\n<span class='scene-font-kokoro'>（カラフリャー砲、どっか～ん☆）</span>
51,そ、そんなバカなぁ……！？
50,やりました！\n私達の応援が力になったんです！
49,ぺっぎ～～～ん！
47,ま、負けないでっ、\nペンギーちゃん！
46,お願いよ、ペンギーちゃん！！
45,頑張れ、ペンギーーー！！
44,私達も一緒に戦いましょう！\nみんなでペンギーちゃんを\n応援するんです！
43,ペンギーちゃんは、\nこの街のみんなを守るために、\n何度でも立ち上がってみせるって……
42,ぺぎっ……ぺっぎーーん☆
41,へっ、まだ立ち上がるとはな……\nしぶといヤツだぜ！
40,ぺぐっ……！
34,元々、ペンギーは未知なる機械との\n出会いを求めて一行に同行していたが、\n今では旅の仲間として馴染んでいる。
33,今日は東海テイオー達と共に、\n街のヒーローショーに出演していた。
31,ペンギーは、\n人々を助けるため空を駆け回る\n本物のヒーローであるが──
21,ビィは機械兵の動きに合わせ、\n悪役らしい声を当てていた。
20,一方、ステージ裏では東海テイオーが\n舞台演出のためあちこちを駆け回り……
18,ステージの上から、\n進行役のルリアが緊張感を漂わせて\n観客に語りかける。
17,みなさん、大変です！\nこのままではペンギーちゃんが……！
16,その姿を見て、満員の客席からは\n老若男女の悲鳴が上がった。
15,広場に特設されたステージの上で、\nペンギーが痛々しく倒れ伏す。
12,わっはっはぁ！\nこの街はオイラがいただいたぜ！
11,ぺぎゅーーーっ！！
3,そらぁ！　ビーム発射だ！
2,集まった大勢の住民達は、\n固唾を呑んで状況を見守っており……
1,よく晴れたある日、\nとあるのどかな街の広場では、\n非日常的な爆発音が鳴り響いていた。
0-synopsis,ペンギーと東海テイオー達は、とある街のヒーローショーに出演する。老若男女に大人気のペンギー。ショーの後、ペンギーは広場に建つペンギー像の前で落ち込む少女を見つけ、正体を隠して励ます。しかしその翌日、ヒーローショーに謎の男が現れ、ペンギーが作った機械兵を乗っ取るとペンギーを攫ってしまうのだった。
0-chapter_name,バカ＆ヒーローだからっ☆
