id,trans
108,（痛みと一緒に、疲れも感じなくなって\n「寝なきゃ」って追い詰められることが\nなくなったからかな……）
107,（思えば前みたいに、\nどうしても眠れないって日は減ったな。\n真夜中に飛び起きることも）
106,軍人として体のケアを続けた経験から、\nレオナは本能的に\nことの重大さを理解していた。
105,そのサインを認知できなくなる\nということは、体の状態に対して\n鈍感になることに他ならない。
104,痛みは体が不調や異常を知らせる\nサインであり、だからこそ\n最も不快な症状として現れるもの。
103,（でも、本当に戻れないところまで\n来ちゃったんだ……\n痛みをなくしてから私、変わったし）
102,（こんなこと、カインに聞かれたら\n本気で怒られそう……）
101,（きっと自分が死ぬその瞬間にも、\n私、気づかないんだろうな）
100,（あれから、何が起きたって痛くない。\n加減しないと血を吐くまで戦っちゃうし\n深い傷にさえ気づかない……）
94,こうしてレオナは、「認知」を司る\n星晶獣ハクタクの能力により\n痛みを一切感じない体を得たのだった。
93,だから……\n私は、私の行動の責任を取りたい。
92,誰かを傷つけたかったわけじゃない。\nでも、\n喪われてしまったものは戻らない。
91,自分のためだけに、\nたくさんの人の幸せを壊したんだ……
90,私は、私の正しさを盾に、\n取り返しのつかないことをした。
89,ハクタクから重い選択を迫られ、\nレオナははっきりとこう答えた。
88,それはレオナが長い間追い求めてきた\n当たり前の幸せを、\n自ら手放すことに他ならない。
87,しかし、この力を手にすることは\n永久に戦い続けることを意味し……
86,それは痛みを感じなくする代わりに\n体に眠る力を限界まで引き出せるように\nすることだった。
85,フォリアへの復讐を遂げ、\nぼんやりと空を仰ぐレオナに\nハクタクはある提案を持ち掛ける。
84,無論、\n力には相応の代償が伴いますが……
83,そして、我が王を助けて頂けるのなら、\nそのために更なる力を提供する用意が\n私にはあります。
82,レオナ様はお強い。\n我が王との対決で、\n私はそれを目の当たりにしました。
76,レオナはイデルバがレム王国との\n全面戦争を終えた後に、ハクタクと\n交わしたやり取りを思い出す。
75,（少しは慣れてきたけど、\nこんな傷でも全然痛くないって\nやっぱり変な感じだな……）
74,しかし痛みを感じることはない。\n怪我をしていたことを忘れるほど\n腕の感覚は“正常”だった。
73,魔物の爪でぱっくりと裂けた肌。\n何かの拍子に縫合した糸が切れたらしく\n傷口からは真っ赤な血が流れ出ている。
72,レオナは一旦作業を中断し、\n包帯を取り換えるため\n薬箱を手に取る。
71,（王宮に帰ってから\nちゃんと手当てしてもらったのに、\nいつの間に傷が開いてたんだろ？）
65,はぁ……はぁ……\n……掃討、完了ですね。
56,ぜぁああっ！
55,無駄です。
50,グガァァアアアッッ！！
49,はぁああっ！
43,（血……\n昨日の傷が開いたんだ）
42,落とした本を拾おうと腕を伸ばすと、\n腕に巻かれた包帯に\n赤黒いシミが滲んでいるのが見えた。
41,……あれ？
40,ああ、本が……\nやっちゃった。\n早く片づけないと……
38,（他には何が必要だろう。\n応急手当ての心得と、観光ガイドと、\nそれから料理の本と……）
37,（ラインハルザはともかく、\nカインは時々凄く大雑把なんだから、\n私がちゃんとフォローしないと）
36,野草図鑑……魔物事典……\n知らない島にも行くし、\nあった方がいいかな。
35,最低限の服を詰め終わると、\n棚から旅先で役に立ちそうな\n本を見繕っていく。
34,レオナは部屋の隅に無造作に置かれた\n大きなバッグを手に取ると、\n旅に必要な道具や服を詰め始めた。
33,（今日も一日忙しくなりそうだし、\nいまのうちに粗方終わらせないと……）
32,（昼間は軍務や会議に追われて、\n荷造りする時間も全然なかったな）
31,（もうすぐカインやラインハルザと\nイデルバを発つっていうのに……）
30,その問題も解決したいま、\nレオナ達は着々と準備を進めていた。
24,幽世の軍勢がナル・グランデを\n襲ったことで出立の日は\n暫く目途が立たなかったが……
23,そう判断したカインに従い、\nレオナはイデルバを去ることを\n決めていた。
17,新たな時代を迎えたイデルバにとって、\n自分達の存在はあまりにも\n影響力が大きすぎる──
16,レム王国との戦争を終えた後、\nイデルバ王国は共和国として\n生まれ変わった。
10,大きく伸びをし、\nレオナは静かにベッドから降りる。
9,うーん……
8,（まだ夜明け、か……）
7,ふと窓の方に目をやると、\n空がほんのり白んできているのが\n見える。
6,何かが起きたというわけでもなく、\n自然に目を覚ましたレオナ。
5,あっ……\n……はぁ…………
4,うん……んん……
3,静寂に包まれた部屋の中で、\nレオナは安らかな表情で\n寝息を立てている。
2,フォルクシルト宮内にある\nレオナの寝室。
1,…………
0-synopsis,とある日の夜明け、目を覚ましたレオナは目前に迫ったイデルバ出立に向けて荷造りを始める。作業をしながら、レオナはハクタクの能力の影響で体の痛みや疲れに鈍感になり、夜も眠れるようになった自分の変化に気づく。また旅を楽しみにする一方で、言い知れぬ不安に駆られる。不安になる理由がわからないまま朝を迎え、レオナは寝室を出ていくのだった。
0-chapter_name,夜明けの荷造り
