id,trans
46,分かってるねぇ～お嬢ちゃん！\n好きなだけトッピングしていいぜ！
45,我はもう決めたぞ！　\nイチゴ味のかき氷に練乳と\n水羊羹のトッピングじゃ！
44,う～ん……\nどの味にするか迷っちゃいますね～
43,へぇ～\n水羊羹のトッピングって\nなんか珍しいな～
42,しかもオプションで練乳と水羊羹の\nトッピングもできるとはな……！\nなんとも粋なはからいじゃ～！
41,見よ東海テイオー殿！\nイチゴ味のかき氷があるぞ！
40,アニラの言葉に頷く東海テイオーは、\n皆でかき氷を食べようと提案する。
39,あ、甘い物は別腹というじゃろう？\nなぁ東海テイオー殿？
38,はははっ！\nふたりしてすげぇ食いっぷりだな～！
37,いいですね！\n私も甘い物が食べたい気分でした！
36,氷菓子の屋台か！\nやはり食後は甘味に限るのう～！
35,かき氷屋には巨大な氷塊を挟んだ機械と\nカラフルなシロップが並んでいた。
30,空腹も満たされて散歩をしている\nアニラたちは、かき氷屋の\n屋台を発見して近づいていく。
29,思わずおかわりまでしてしまったが、\n少々はしたなかったかのう？
28,ふぃ～、食った食った～！\nしっかしウマかったな～！
27,すっかり腹も満ちた一行は、\n再び夏祭りの会場を歩き出す。
22,アニラとルリアに続いて食べる\n東海テイオーとビィも、\nその美味しさに思わず舌鼓を打つ。
21,イカもエヴィもプリプリの\nホクホクでたまりませんね～！
20,この濃厚なソースと海鮮の出汁が\n絡み合って、なんともたまらん\n味わい深さを生み出しておるな！
19,ふーっ！　ふーっ！\nはむっ……あむあむっ……\nは、はうあっ……！
18,熱々の焼きそばを受け取った一行は、\n近くにあったテーブル席で\n早速食べることにする。
17,なんと有り難き心遣い……\n恩に着るぞ！
16,<span class='scene-font-4'>あいよっ！</span>\nへへ、嬢ちゃんカワイイから\n具材大盛りにオマケしとくよ！
15,すまぬが、\n焼きそばを四人前いただけるか？
14,ああ！\nオイラたちも腹ぺこだぜ！
13,ごくり……\nこの海鮮ソース焼きそばは\n是が非でも味わいたいのう！
12,東海テイオーたちが屋台に近づくと\n鉄板の上で香ばしいソースと海鮮を\n絡めた焼きそばが売られていた。
6,あそこの屋台の匂いみたいですね！
5,くんくんくん……\nこの香ばしい匂いはなんじゃ？
4,むうう……\nどの店も活気があって気になるのう～！
2,大勢の人々で賑わう夜店を眺めながら\n夏祭り会場を散歩しているアニラたち。
1,アウギュステに夜の帳が下りる頃、\n海辺近くの街路では\n夏祭りが開催されていた。
0-synopsis,夜、東海テイオー一行は<span class='scene-font-place'>アウギュステ</span>で開催されている夏祭りを訪れる。アニラと共に焼きそばやかき氷に舌鼓を打ち、輪投げの屋台で遊ぶ一行。アニラも子供の様にはしゃぎながら、一行と共に夏祭りの屋台を思う存分満喫するのだった。
0-chapter_name,エンドレスサマーバケーション
