id,trans
27,まあ、お主の迷いを晴らすために\nひと芝居打ったわけじゃ。\nわかるか、レオナよ。
26,当たり前じゃ。\n何を血迷うてレオナを\nこの手にかけるというのか。
25,そ、そうなんですか？
24,誤解なきよう。\n我が王は何も本気でレオナ様を\n討とうとしたわけではありません。
23,えっ……？
22,フォリアは満足げにそう言うと、\n自らの力を収める。
20,ふむ……よかろ。\nならばここまでじゃ。
19,フォリア様は死なせません。\n<span class='scene-font-4'>私も、絶対に死にません！</span>
18,だから、フォリア様が\n私を討ち取ろうなんて考えをやめるまで\n私は何度だって防いでみせます！
17,大切な人も、自分の命も……！\n全部守るために、私は力を！\nハクタクさんにもらったんです！
16,<span class='scene-font-4'>させません！</span>\nだって……\n私はもう、何も喪いたくない！
15,しかし、なすがまま処される気もない。\n妾とお主の生き死にを懸けた戦いぞ。\nこれ以上腑抜けた様を見せるなら……！
14,その気になれば\n妾を討ち取る機会など\nいくらでもあったろうに。
13,それで、レオナよ。\nそのなまっちょろい太刀筋で\n妾をどうする？
12,はぁ、はぁ……
11,わかっておる。\n妾もすでに限界じゃ。
10,……我が王よ。
9,けほ……まったく、\n自慢の力とやらはその程度か。\nとんだナマクラじゃの。
7,うっ……ごほっ！
6,はぁ……はぁ……
4,くっ……！
1,はぁぁああっ！
0-synopsis,レオナはフォリアからの攻撃を防ぎ、自分も死なないしフォリアも死なせない、これは大切な人を守るための力だと宣言する。するとフォリアは満足したように戦いをやめる。実はフォリアにはレオナを討つ気など最初からなく、全てはレオナに迷いを断ち切らせるための芝居だったのだ。フォリア達が去った後、レオナは自分の力を正しく使って前に進もうと決意するのだった。
0-chapter_name,女獅子の強さの理由
