id,trans
9,そ、そんなんじゃないやーう！\nキミってばひねくれすぎっ！
8,お前……\n情けをかけているつもりか？\n呆れるほどの偽善ぶりだな。
7,早くここから離れよう？\nほら、ビッグちゃんのパーツが\n崩れてくるかもだしさ……
6,男のそばにペンギーが近づくが、\n男は機械兵を見上げたまま動かない。
5,ねぇ、キミ……
3,俺は……負けたのか……
2,一方、まだ辺りに硝煙の匂いが\n立ち込める中で、男はスクラップと\n化した機械兵を見上げていた。
1,時を超えて受け継がれた\nヒーローの勇気で奇跡を起こし、\n見事に男の悪行を止めたペンギー
0-synopsis,男はかつてペンギーに憧れていたが、いじめられていた友達を助けた結果自身がいじめられ、助けにこないペンギーを恨むようになったという。それはアイリスがペンギーを継ぐ前に起きたことだった。今ならペンギーから勇気を貰った誰かが助けたはずだ、友達を助けた男は確かにヒーローだったと語ったペンギーは、心から謝罪する。男はペンギーの言葉に深く反省し、事件は一件落着となるのだった。
0-chapter_name,強い機体に、弱い心
